piece,big5,race,religion,count,demvote,issues,partisan_score,ticket_splitters,percent,support,repcomp,demcomp
Jewish White Straight College degree Rural Married women,Mosaic middle,White,Jewish,121.2982699,68.62012794,0.737097534,68.96072667,7.037929609,0.058985759,Mixed,0.018308751,0.040677008
Catholic White LGBTQ No degree Urban Unmarried men,LGBTQ,White,Catholic,120.5827804,67.65167979,0.604996849,60.98360874,6.643433941,0.058637826,Mixed,0.022878364,0.035759462
Catholic White LGBTQ College degree Urban Unmarried men,LGBTQ,White,Catholic,120.480468,78.66242007,0.740109445,78.0329145,5.763539506,0.058588073,Democratic,0.012870092,0.045717981
Jewish White Straight College degree Rural Married men,Mosaic middle,White,Jewish,119.9410561,53.97953239,0.572779652,53.88855581,11.02653555,0.058325764,Mixed,0.026894852,0.031430912
Evangelical Other race Straight No degree Suburban Married men,Mosaic middle,Other race,Evangelical,119.7844976,13.83895719,0.312640102,17.40484201,9.843348283,0.058249632,Republican,0.048111375,0.010138256
Catholic Asian Straight College degree Suburban Married women,Mosaic middle,Asian,Catholic,118.141039,60.28189683,0.620642929,63.70901675,5.474588767,0.057450439,Mixed,0.020849329,0.03660111
Nothing in particular Asian Straight College degree Suburban Married women,Mosaic middle,Asian,Nothing in particular,117.7764944,83.00503168,0.666409158,68.35715733,6.238754438,0.057273166,Mixed,0.018122858,0.039150308
Nothing in particular Black Straight College degree Urban Unmarried women,Black people,Black,Nothing in particular,116.567892,97.53835318,0.775742391,92.67488273,3.967276521,0.056685438,Democratic,0.004152275,0.052533164
Catholic White LGBTQ No degree Rural Unmarried men,LGBTQ,White,Catholic,116.278235,44.99116877,0.570935135,47.77945887,13.87214938,0.056544582,Mixed,0.029527887,0.027016695
Evangelical White LGBTQ No degree Urban Married men,White evangelicals,White,Evangelical,115.5199597,61.45981884,0.536948931,58.55462884,9.49174257,0.056175843,Mixed,0.023282287,0.032893556
Other White LGBTQ No degree Urban Unmarried men,LGBTQ,White,Other,114.6618013,65.36743601,0.66072113,64.96018527,2.314691611,0.055758532,Mixed,0.019537686,0.036220845
Protestant Black Straight College degree Suburban Married women,Black people,Black,Protestant,114.236247,96.59334686,0.772217702,89.77684914,3.155092771,0.05555159,Democratic,0.005679123,0.049872467
Evangelical Black Straight College degree Rural Married women,Black people,Black,Evangelical,113.6343095,79.07050523,0.659038079,81.59941135,4.776524636,0.055258876,Democratic,0.010167958,0.045090917
Catholic Hispanic Straight College degree Suburban Unmarried men,Mosaic middle,Hispanic,Catholic,113.5624188,52.30315999,0.610937842,52.91848141,12.45791261,0.055223916,Mixed,0.026000258,0.029223658
Protestant Black Straight No degree Urban Married women,Black people,Black,Protestant,112.8312493,95.7654606,0.675293537,87.56124,2.92779727,0.054868358,Democratic,0.006824943,0.048043415
Other White Straight College degree Rural Unmarried men,Mosaic middle,White,Other,111.2631246,55.2941285,0.620828926,55.36701548,2.585086939,0.0541058,Mixed,0.024149033,0.029956766
Protestant White LGBTQ No degree Suburban Unmarried men,LGBTQ,White,Protestant,110.9942512,56.03323886,0.627993571,62.25021877,5.562430213,0.05397505,Mixed,0.020375463,0.033599587
Evangelical White LGBTQ No degree Suburban Unmarried women,White evangelicals,White,Evangelical,109.4345062,36.9640929,0.601731391,43.41110223,4.55509283,0.053216566,Mixed,0.030114668,0.023101898
Evangelical Hispanic LGBTQ No degree Urban Unmarried men,LGBTQ,Hispanic,Evangelical,109.2822457,66.86719355,0.59465314,69.90164317,6.692225219,0.053142524,Mixed,0.015995027,0.037147498
Atheist White LGBTQ No degree Rural Unmarried women,Secular,White,Atheist,108.8131477,92.72976508,0.815426985,84.75778404,1.086738323,0.052914408,Democratic,0.008065328,0.04484908
Jewish White Straight No degree Suburban Married men,Mosaic middle,White,Jewish,108.55583,54.67788994,0.587136239,49.94720779,7.310047729,0.052789278,Mixed,0.026422507,0.02636677
Protestant Black Straight No degree Urban Married men,Black people,Black,Protestant,108.4960216,91.55154954,0.692112858,89.17900114,5.286059778,0.052760194,Democratic,0.00570918,0.047051014
Nothing in particular Asian Straight College degree Suburban Unmarried women,Mosaic middle,Asian,Nothing in particular,108.316649,72.14506859,0.707114087,68.18514851,2.564212938,0.052672967,Mixed,0.016757826,0.035915141
Nothing in particular White LGBTQ No degree Rural Married women,LGBTQ,White,Nothing in particular,107.4420684,62.91647489,0.642048734,59.66646361,10.22380911,0.05224767,Mixed,0.021073333,0.031174337
Nothing in particular Asian Straight No degree Suburban Unmarried men,Mosaic middle,Asian,Nothing in particular,107.0849095,75.73337751,0.674264654,67.01407806,5.47119045,0.052073988,Mixed,0.017177085,0.034896903
Nothing in particular Hispanic LGBTQ No degree Urban Unmarried men,LGBTQ,Hispanic,Nothing in particular,106.1162502,86.89587204,0.710413069,70.42960248,0.754057368,0.051602942,Democratic,0.015259195,0.036343747
Evangelical White LGBTQ College degree Suburban Married men,White evangelicals,White,Evangelical,105.7997056,45.62641865,0.479737622,48.39520255,5.241650014,0.051449011,Mixed,0.026550158,0.024898853
Catholic Hispanic LGBTQ No degree Urban Unmarried men,LGBTQ,Hispanic,Catholic,105.4716714,87.21304353,0.63768814,75.51295612,2.072375218,0.051289492,Democratic,0.01255928,0.038730211
Agnostic White LGBTQ College degree Suburban Unmarried men,Secular,White,Agnostic,104.7904225,82.09637159,0.814368707,83.47514053,3.563884597,0.050958209,Democratic,0.008420772,0.042537437
Evangelical Other race Straight No degree Suburban Married women,Mosaic middle,Other race,Evangelical,103.481201,21.10015195,0.457507508,25.90191487,11.33702678,0.050321552,Republican,0.037287307,0.013034246
Nothing in particular White LGBTQ College degree Suburban Married women,LGBTQ,White,Nothing in particular,103.1903831,94.11158797,0.84521176,90.56847485,3.388248655,0.050180131,Democratic,0.004732752,0.045447379
Evangelical Black LGBTQ No degree Urban Unmarried women,Black people,Black,Evangelical,102.6467619,94.05377058,0.626181799,79.14306309,1.188106943,0.049915775,Democratic,0.010410902,0.039504874
Agnostic White LGBTQ No degree Urban Unmarried women,Secular,White,Agnostic,101.8257017,93.75788344,0.821922033,83.72057769,0.923671049,0.049516504,Democratic,0.008061001,0.041455504
Protestant Black Straight No degree Rural Unmarried men,Black people,Black,Protestant,101.7300434,91.43362291,0.642398089,81.12614119,2.161262803,0.049469987,Democratic,0.009336896,0.040133092
Catholic Asian Straight College degree Suburban Married men,Mosaic middle,Asian,Catholic,100.9333288,73.53799035,0.676818294,68.04326432,12.30781431,0.049082555,Mixed,0.015685182,0.033397373
Nothing in particular White LGBTQ College degree Suburban Married men,LGBTQ,White,Nothing in particular,100.6706062,71.56348038,0.767678556,71.84058726,2.743413269,0.048954797,Democratic,0.013785383,0.035169413
Nothing in particular Black Straight College degree Suburban Unmarried women,Black people,Black,Nothing in particular,100.0945411,90.2650173,0.781288436,89.4795613,5.104858128,0.048674664,Democratic,0.005120788,0.043553876
Evangelical Hispanic Straight College degree Urban Unmarried women,Mosaic middle,Hispanic,Evangelical,99.21437306,63.46011663,0.620134254,56.60409173,6.28648395,0.04824665,Mixed,0.020937072,0.027309578
Evangelical White LGBTQ College degree Suburban Unmarried men,White evangelicals,White,Evangelical,98.78692585,38.58508066,0.458063625,43.18184606,11.8967277,0.048038788,Mixed,0.027294752,0.020744035
Nothing in particular Black Straight No degree Urban Married women,Black people,Black,Nothing in particular,98.62731268,97.81359092,0.703571462,82.88363517,2.62800711,0.04796117,Democratic,0.008209209,0.039751961
Nothing in particular Hispanic Straight No degree Rural Married women,Mosaic middle,Hispanic,Nothing in particular,97.37425006,75.03919917,0.671767658,62.4668085,6.925898125,0.047351822,Mixed,0.01777265,0.029579172
Evangelical Other race Straight College degree Rural Married men,Mosaic middle,Other race,Evangelical,96.31730699,3.597873246,0.24987119,8.107942015,3.620532144,0.046837844,Republican,0.043040259,0.003797585
Nothing in particular Hispanic Straight No degree Urban Married men,Mosaic middle,Hispanic,Nothing in particular,96.19814019,75.33666169,0.638564303,66.36104233,3.873753336,0.046779895,Mixed,0.015736269,0.031043626
Evangelical White LGBTQ No degree Suburban Married men,White evangelicals,White,Evangelical,96.08689411,25.74551011,0.478050804,36.07722465,6.682638061,0.046725798,Mixed,0.029868427,0.016857371
Atheist White LGBTQ College degree Urban Married men,Secular,White,Atheist,95.77375987,97.70450135,0.892420129,97.67747149,2.546111309,0.046573524,Democratic,0.001081683,0.045491841
Nothing in particular Black Straight College degree Urban Unmarried men,Black people,Black,Nothing in particular,95.51327806,71.69000582,0.693314757,74.9649008,16.04997635,0.046446856,Democratic,0.011628016,0.034818839
Nothing in particular Black Straight No degree Urban Married men,Black people,Black,Nothing in particular,94.81707796,91.23046335,0.673509187,80.48006074,2.672784082,0.046108303,Democratic,0.009000313,0.03710799
Evangelical Other race Straight No degree Suburban Unmarried women,Mosaic middle,Other race,Evangelical,94.56192415,35.99894052,0.549840571,44.76854613,4.02987724,0.045984225,Mixed,0.025397756,0.020586469
Atheist White LGBTQ No degree Urban Unmarried women,Secular,White,Atheist,94.0598565,96.45364024,0.835560442,90.64943498,2.473396038,0.045740076,Democratic,0.004276956,0.04146312
Evangelical Hispanic Straight College degree Suburban Unmarried women,Mosaic middle,Hispanic,Evangelical,93.43294727,39.71505601,0.604852111,45.41822746,9.004562361,0.045435218,Mixed,0.024799347,0.020635871
Protestant Black Straight College degree Suburban Married men,Black people,Black,Protestant,93.43263858,76.09531979,0.718832586,82.80895863,15.73562289,0.045435068,Democratic,0.007810761,0.037624307
Protestant Black Straight No degree Rural Married women,Black people,Black,Protestant,93.20734551,89.81388087,0.699266875,91.38179254,4.696264151,0.045325511,Democratic,0.003906247,0.041419264
Jewish White Straight No degree Urban Unmarried men,Mosaic middle,White,Jewish,92.86646693,58.20578251,0.628175555,53.37533154,5.169801688,0.045159746,Mixed,0.021055582,0.024104164
